Type,wallet_address,sell,buy,volume (usd),time,tx_hash
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T15:41:13.000Z,0x4a7aed693a411baee8d39059892b4ec79a8be7a8bb7e6ddb47133acde4fca52b
LIMIT_ORDER,0xFF6cdbd2c5771d4F27085A424A94362a013466b8,USDC,ETH,0.000000,2025-11-28T15:41:20.000Z,0xb45144c9a76baec2fedcb6747d2b5f6d3b11b46bde882a82988dea393b58b14d
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,USDC,ETH,0.000000,2025-11-28T15:41:26.000Z,0xc0743edf34e7f1d420092e8a1d626ecc00405a7321fc6b92cfeaee5d01aea471
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T15:41:26.000Z,0x6da7dca70ac2c34bedaeccba08e35cfbeed4e99bf2556bedc134694016ddf086
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T15:41:40.000Z,0x09ad5420136d5b4f97f6bb443f89f476d9e5517d2e93c638667bdfd407d53b18
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,USDC,ETH,0.000000,2025-11-28T15:41:46.000Z,0x12dc449844e320119ff149efea3f53234c2d04ace3ec650f4f01d4436028a112
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,USDC,ETH,0.000000,2025-11-28T15:50:23.000Z,0x1300622dbfcbedb31e23d18685ec991d66e8d94fce02a6af2170b73c1782589c
LIMIT_ORDER,0xB6507286a434aEca3496cE45bb669b55cd026573,USDC,ETH,0.000000,2025-11-28T15:50:36.000Z,0x192223ad0bcbe5a74fed6e8d0a224c21e808691c61a1a0fbd24fd7c4bd5c9fe1
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,USDC,ETH,0.000000,2025-11-28T15:50:36.000Z,0xc11f3d8846dde9bac473519461e7751488fe6049b7bb3543af264602d36cf3bf
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,USDC,ETH,0.000000,2025-11-28T15:50:43.000Z,0xbba18503f42dee6e265c43a762dcdd11624daa2e16405d4efb66ec015afc4ea2
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,USDC,ETH,0.000000,2025-11-28T15:50:50.000Z,0xf300dab9d4a53a3fd69796ff6b3c5c86d316be77608b254667b123c8ae5bbda2
LIMIT_ORDER,0xB6507286a434aEca3496cE45bb669b55cd026573,USDC,ETH,0.000000,2025-11-28T15:50:50.000Z,0x8eaf009865656498cd00b61582a71f53cf8e961194d7a9e5947c7e07736dbfa0
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,USDC,ETH,0.000000,2025-11-28T15:50:53.000Z,0x9a4683b07d3584820737f21cb6027c31e623f8b7307ef6f4f3bee74253e94925
LIMIT_ORDER,0xC013e9f44A87A8520b195529a10Bc4abF18AF9D8,USDC,ETH,0.000000,2025-11-28T15:50:58.000Z,0x4af57466cb2406fc02ca1ae34b129b12a888c59ffe968eaa1eeb8fa9faa68be4
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,USDC,ETH,0.000000,2025-11-28T15:50:59.000Z,0x3486ce01346851812de80307162a9634b3806c1e9ad497b433e58afe2c71f140
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,USDC,ETH,0.000000,2025-11-28T15:51:03.000Z,0xda7c7b4c8ba824e79ab139ac15f68c4fce08b5ccff79b01b1e2152d7b71fde3d
LIMIT_ORDER,0xC013e9f44A87A8520b195529a10Bc4abF18AF9D8,USDC,ETH,0.000000,2025-11-28T15:51:14.000Z,0xaecbdde3ecafec84d4bc7f25871eb644b04dcf29971d35a5b7441453f7af8e29
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,USDC,ETH,0.000000,2025-11-28T15:51:14.000Z,0x16c6991e22081df73e15a29c3d88224f9ca48b44e062c7e0bf7987443fd80d0f
LIMIT_ORDER,0x25D9670Fda5e043Efd51caC6d8a5EB2Ff6854D99,USDC,ETH,0.000000,2025-11-28T15:51:19.000Z,0xafe656e6b095d54906d140a24dbfe093424dbd4c60e36346346b550267e932a8
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,USDC,ETH,0.000000,2025-11-28T15:51:23.000Z,0x8dd1e95ea75eb33ba519a005955c0cb4850497777abfd2185b11184cfe70cd7e
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,USDC,ETH,0.000000,2025-11-28T15:51:28.000Z,0x0928805d3718d36c0f9b6d80333c2067e9c74f77767f6e0f2cb4b42dc082634a
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,USDC,ETH,0.000000,2025-11-28T15:51:39.000Z,0x63fc647fccef6f53b290503908cddb3816e8fe27ee4d44cffdb37f3cd758c5e8
LIMIT_ORDER,0xFF6cdbd2c5771d4F27085A424A94362a013466b8,USDC,ETH,0.000000,2025-11-28T15:51:39.000Z,0x59ff7a4014f6663d3efc74aeb220ee5d0bea1410295ff0d9a0efa5116cec39ab
LIMIT_ORDER,0x25D9670Fda5e043Efd51caC6d8a5EB2Ff6854D99,USDC,ETH,0.000000,2025-11-28T15:51:39.000Z,0x8ce1ba1b4de99e16e7ce249297ba7e13ebd0d3730f3ff2ec8360f7e0dc1ea0c6
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T15:51:43.000Z,0x50c1a4a5814327f30f9456632559bae757ef37166dd2073f076d6932196ceebb
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T15:51:58.000Z,0xcd50d20356c82184775fd302561f244526170fc42c81b0efe52f3d41fea45e5b
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,USDC,ETH,0.000000,2025-11-28T15:52:02.000Z,0x61dd78edac7509556b080cb063e7de40e80e70e3e2faf3bfa25cb87a9bbe1d78
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,USDC,ETH,0.000000,2025-11-28T15:52:12.000Z,0x04a4515799fe13c5a984dce05ea43a8925ca115dd5b6d22ea83923b8498f63e2
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,USDC,ETH,0.000000,2025-11-28T16:22:47.000Z,0x08f86cc731bad810fa98881f279947062839682d7b41f4b306dda82bfed492fa
LIMIT_ORDER,0xB6507286a434aEca3496cE45bb669b55cd026573,USDC,ETH,0.000000,2025-11-28T16:22:57.000Z,0x8192ec31667bc29485e34e2c48aa0b43eee43db799553d4294a41216309a2d22
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,USDC,ETH,0.000000,2025-11-28T16:23:02.000Z,0x2c68e3579939888ac667c54b836d16a4c062d085c297a65394f05aafdd9e7a53
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,USDC,ETH,0.000000,2025-11-28T16:23:03.000Z,0x6a9f5c74e30c7f32874503a53b701427f324310c09533328891663dd6f9b0d07
LIMIT_ORDER,0xB6507286a434aEca3496cE45bb669b55cd026573,USDC,ETH,0.000000,2025-11-28T16:23:07.000Z,0xdb8b110aa0bed23cb361217eef4e2fe7c2ffe71f004f63938997178f143be5d9
LIMIT_ORDER,0xB6507286a434aEca3496cE45bb669b55cd026573,USDC,ETH,0.000000,2025-11-28T16:23:16.000Z,0x4a835115c096382685fdcad8a699548e26c2b247282e6952cd384e0c4deb51ac
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,USDC,ETH,0.000000,2025-11-28T16:23:18.000Z,0xe0081424c31932e774bc9ea5287c2897e70a6dc4896bd98cf0bffad198e9fd8c
LIMIT_ORDER,0xC013e9f44A87A8520b195529a10Bc4abF18AF9D8,USDC,ETH,0.000000,2025-11-28T16:23:26.000Z,0x743658162529b4cb914d7d6608686a5dbe1dde2a2045c0c2795f7df0a8995b6b
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,USDC,ETH,0.000000,2025-11-28T16:23:26.000Z,0x16d54eb6edfd61de9b3effb66eebcddf77c6a6ee6c86212d649eaa2be0ee4560
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,USDC,ETH,0.000000,2025-11-28T16:23:27.000Z,0x96779f3043fc7ce8fbf889791bf090e87b3d560138e8528d01eb82befc810aa8
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,ETH,USDC,0.000000,2025-11-28T16:23:28.000Z,0xf2e47081f11346e538f5c534fdf4ef6184f058c15584ca84e241e03ea7821e5d
LIMIT_ORDER,0xB6507286a434aEca3496cE45bb669b55cd026573,ETH,USDC,0.000000,2025-11-28T16:23:32.000Z,0xf8524b0df5a69d4e315205bb8675f914f6a068182ab830bcc1227052344a9f5d
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,USDC,ETH,0.000000,2025-11-28T16:23:36.000Z,0x7639db749f9e7c153e9dea719fa8abfea6172cbf2fd2557e81aca3143a0ef555
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,ETH,USDC,0.000000,2025-11-28T16:23:42.000Z,0x6ffd06acb5303f09ca543a7cf89a17c5a7fd4430e105a379ce39c48175e97db5
LIMIT_ORDER,0x25D9670Fda5e043Efd51caC6d8a5EB2Ff6854D99,USDC,ETH,0.000000,2025-11-28T16:23:42.000Z,0x07cb768a9a45f4e1455fe4d791d41f0beeef519b1f8d2c36eae7b4e8014be687
LIMIT_ORDER,0xB6507286a434aEca3496cE45bb669b55cd026573,ETH,USDC,0.000000,2025-11-28T16:23:42.000Z,0x11b2441c7cea09d19b98f87c2d0a23dd9531a2812cea21f8abac6084474a0d2b
LIMIT_ORDER,0x077b5f9839c00bCa6eD8e5F2717E6e202ef517c9,ETH,USDC,0.000000,2025-11-28T16:23:45.000Z,0x4cec9d69ad1c8b6f714875dfe0adaa14e81da64cbde8e441d76ec2c6c1104896
LIMIT_ORDER,0xC013e9f44A87A8520b195529a10Bc4abF18AF9D8,ETH,USDC,0.000000,2025-11-28T16:23:47.000Z,0xd5ffb3b1261dfd6325014934157cf03a039dcd7cddd57fa910935cc268268f08
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,USDC,ETH,0.000000,2025-11-28T16:23:47.000Z,0xa69dd9d68be1c861c13035cbbba6dc364c292bcfeec8fa648d7a9d2f3a1a7d65
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,USDC,ETH,0.000000,2025-11-28T16:23:51.000Z,0x4c1d94ffcbb0a8c5bcc3b8d73b165827e5672b6080dd59a4a9a57fc9b6608947
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,ETH,USDC,0.000000,2025-11-28T16:23:56.000Z,0xa439d351d95ed00bc25f6e4219dc9b20d8ae64889849c9b60429a3bcb712b53c
LIMIT_ORDER,0xFF6cdbd2c5771d4F27085A424A94362a013466b8,USDC,ETH,0.000000,2025-11-28T16:23:56.000Z,0x705c4ca3a7263277f3da89bc2693828ec24684eff3aa41bb70633123e5fdf714
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,ETH,USDC,0.000000,2025-11-28T16:23:58.000Z,0x98708378b2ea06fb084efec1fe189f59abe4b24ce3f2343d4b5fc536ba2a2bc7
LIMIT_ORDER,0xC013e9f44A87A8520b195529a10Bc4abF18AF9D8,ETH,USDC,0.000000,2025-11-28T16:23:58.000Z,0x555b16a041a33ac9d6a1afc7a4471973e48fd442155df2a8da886efdd49194c2
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,USDC,ETH,0.000000,2025-11-28T16:24:01.000Z,0x5ea1f2c31d4d369c152c14c68197bf68b74730fc2f2ea28e0f7158200a52401b
LIMIT_ORDER,0x25D9670Fda5e043Efd51caC6d8a5EB2Ff6854D99,USDC,ETH,0.000000,2025-11-28T16:24:04.000Z,0xd41931e54cde5050e1fb68ed59134e98cafb807b8bc1f83c4dd980ab9401ca97
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T16:24:04.000Z,0xf31980cbe2bbce46663cb61c95ca59e66648ea0e00e1c51226294a0e4b590a71
LIMIT_ORDER,0x7595B628314EB2f2bb1f94E388Cdb01649a09516,ETH,USDC,0.000000,2025-11-28T16:24:11.000Z,0x1ca9e7d674c8b6847d87c84e73e3327a37f9ac9f2a5f35d6924c255a819ac6f5
LIMIT_ORDER,0xFF6cdbd2c5771d4F27085A424A94362a013466b8,USDC,ETH,0.000000,2025-11-28T16:24:11.000Z,0xab09416963dd92b98c404861487d37239a9cdcb7496092eb6935508cebef3511
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,ETH,USDC,0.000000,2025-11-28T16:24:11.000Z,0x853ff8850ed1872a58414bf8a52dc4ba9e7c60154ef620d748004cbcfb1183a6
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,USDC,ETH,0.000000,2025-11-28T16:24:16.000Z,0x4140e436c0f90a8e71fef64f746e6fd765eb820ec64e4c20e6e83cdf6bdbf2ae
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,ETH,USDC,0.000000,2025-11-28T16:24:16.000Z,0x879bbee015c1c3cf7812fdb1d5c4473937a3bf64debca6205557fdd6d51318f2
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T16:24:20.000Z,0xd5c6bd7fb177e24343e6ac93ba37bbeb9f8b19ce8844140ef5c01020aa1b48f9
LIMIT_ORDER,0x25D9670Fda5e043Efd51caC6d8a5EB2Ff6854D99,ETH,USDC,0.000000,2025-11-28T16:24:20.000Z,0xf8042f836b17a5f50f734d5949aee75130f2be62350b9377e769d18b06374d29
LIMIT_ORDER,0xFF6cdbd2c5771d4F27085A424A94362a013466b8,USDC,ETH,0.000000,2025-11-28T16:24:21.000Z,0xd418d850e02774098d15bb899f56406fc944eb9c299a0c6607eccb60709f8e19
LIMIT_ORDER,0x2E3E43Fce51a5f1830C07Cd67f5ecb70726B1b74,ETH,USDC,0.000000,2025-11-28T16:24:21.000Z,0xbccbb2d2b21d80f6f465ff65c21bea2ebf94bf64ba494b653f13b1ed48cb0807
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,ETH,USDC,0.000000,2025-11-28T16:24:27.000Z,0xa4c465810d97c407803667b7e4094f341f35f4b334c1f722a46c69c455213ac3
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,USDC,ETH,0.000000,2025-11-28T16:24:27.000Z,0x3a3955ca5c449bcba73969ee41c87fe9e34fb1ad65fa120150d1acd8e4e1be85
LIMIT_ORDER,0xFF6cdbd2c5771d4F27085A424A94362a013466b8,ETH,USDC,0.000000,2025-11-28T16:24:32.000Z,0x692d12a88cde55f1af7b19c56fc2601bb3b4f4de2fd9cd542e19d1466af6ef55
LIMIT_ORDER,0x25D9670Fda5e043Efd51caC6d8a5EB2Ff6854D99,ETH,USDC,0.000000,2025-11-28T16:24:35.000Z,0x41ddc1ce6cc2cea7a3ba2c66b2327cc42291897d597ce1a288cebefa43596965
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,USDC,ETH,0.000000,2025-11-28T16:24:35.000Z,0xca525830c3d5c252b06802c14aa1a7b5fc458178c6fb831c81412ca6d0c4d804
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,USDC,ETH,0.000000,2025-11-28T16:24:41.000Z,0x9e5049498cbd9c696e36568741eb42e154b024eccef54041121d7c3dca4eeee3
LIMIT_ORDER,0xeE4b9DaDabf637Cacad7DA009b5F506a1a24DAf2,ETH,USDC,0.000000,2025-11-28T16:24:41.000Z,0x13ea0d8bc02e8c2f1ef08d78baa822e7ae539f15a1cbb249fd4bbc07d4dc6055
LIMIT_ORDER,0xFF6cdbd2c5771d4F27085A424A94362a013466b8,ETH,USDC,0.000000,2025-11-28T16:24:46.000Z,0x58771e7dfe2c98ba0d847d461df6f5c7990bcdbf68217bff3f7d524d6f9b3cc2
LIMIT_ORDER,0xA3Ba94681679bE31D2560A26868953F0635C78Ed,ETH,USDC,0.000000,2025-11-28T16:24:50.000Z,0x5d235a479bad0fe5086dc85c6f927be371b0a66b6c009ca918e0433c669f2c96
LIMIT_ORDER,0x25D9670Fda5e043Efd51caC6d8a5EB2Ff6854D99,ETH,USDC,0.000000,2025-11-28T16:24:51.000Z,0x7a8aece80637df9ad89a0f9c3a7d8eeed07cbdf6dfbfd82d8cfcecf092798a3a
LIMIT_ORDER,0xe5d11F7b119AC649BCE23DE73628bA57ce1d098d,ETH,USDC,0.000000,2025-11-28T16:24:55.000Z,0x0709d045a213c39c0a0b6039430b78eea351dcffb57d55a65256dba776f0f6f6
